time,thrust
1719,4.820456522
1720,4.822217391
1721,4.823978261
1722,4.82573913
1723,4.8275
1724,4.82926087
1725,4.831021739
1726,4.832782609
1727,4.834543478
1728,4.836304348
1729,4.838065217
1730,4.839826087
1731,4.841586957
1732,4.843347826
1733,4.845108696
1734,4.846869565
1735,4.848630435
1736,4.850391304
1737,4.852152174
1738,4.853913043
1739,4.855673913
1740,4.857434783
1741,4.859195652
1742,4.860956522
1743,4.862717391
1744,4.864478261
1745,4.86623913
1746,4.868
1747,4.867686695
1748,4.867373391
1749,4.867060086
1750,4.866746781
1751,4.866433476
1752,4.866120172
1753,4.865806867
1754,4.865493562
1755,4.865180258
1756,4.864866953
1757,4.864553648
1758,4.864240343
1759,4.863927039
1760,4.863613734
1761,4.863300429
1762,4.862987124
1763,4.86267382
1764,4.862360515
1765,4.86204721
1766,4.861733906
1767,4.861420601
1768,4.861107296
1769,4.860793991
1770,4.860480687
1771,4.860167382
1772,4.859854077
1773,4.859540773
1774,4.859227468
1775,4.858914163
1776,4.858600858
1777,4.858287554
1778,4.857974249
1779,4.857660944
1780,4.857347639
1781,4.857034335
1782,4.85672103
1783,4.856407725
1784,4.856094421
1785,4.855781116
1786,4.855467811
1787,4.855154506
1788,4.854841202
1789,4.854527897
1790,4.854214592
1791,4.853901288
1792,4.853587983
1793,4.853274678
1794,4.852961373
1795,4.852648069
1796,4.852334764
1797,4.852021459
1798,4.851708155
1799,4.85139485
1800,4.851081545
1801,4.85076824
1802,4.850454936
1803,4.850141631
1804,4.849828326
1805,4.849515021
1806,4.849201717
1807,4.848888412
1808,4.848575107
1809,4.848261803
1810,4.847948498
1811,4.847635193
1812,4.847321888
1813,4.847008584
1814,4.846695279
1815,4.846381974
1816,4.84606867
1817,4.845755365
1818,4.84544206
1819,4.845128755
1820,4.844815451
1821,4.844502146
1822,4.844188841
1823,4.843875536
1824,4.843562232
1825,4.843248927
1826,4.842935622
1827,4.842622318
1828,4.842309013
1829,4.841995708
1830,4.841682403
1831,4.841369099
1832,4.841055794
1833,4.840742489
1834,4.840429185
1835,4.84011588
1836,4.839802575
1837,4.83948927
1838,4.839175966
1839,4.838862661
1840,4.838549356
1841,4.838236052
1842,4.837922747
1843,4.837609442
1844,4.837296137
1845,4.836982833
1846,4.836669528
1847,4.836356223
1848,4.836042918
1849,4.835729614
1850,4.835416309
1851,4.835103004
1852,4.8347897
1853,4.834476395
1854,4.83416309
1855,4.833849785
1856,4.833536481
1857,4.833223176
1858,4.832909871
1859,4.832596567
1860,4.832283262
1861,4.831969957
1862,4.831656652
1863,4.831343348
1864,4.831030043
1865,4.830716738
1866,4.830403433
1867,4.830090129
1868,4.829776824
1869,4.829463519
1870,4.829150215
1871,4.82883691
1872,4.828523605
1873,4.8282103
1874,4.827896996
1875,4.827583691
1876,4.827270386
1877,4.826957082
1878,4.826643777
1879,4.826330472
1880,4.826017167
1881,4.825703863
1882,4.825390558
1883,4.825077253
1884,4.824763948
1885,4.824450644
1886,4.824137339
1887,4.823824034
1888,4.82351073
1889,4.823197425
1890,4.82288412
1891,4.822570815
1892,4.822257511
1893,4.821944206
1894,4.821630901
1895,4.821317597
1896,4.821004292
1897,4.820690987
1898,4.820377682
1899,4.820064378
1900,4.819751073
1901,4.819437768
1902,4.819124464
1903,4.818811159
1904,4.818497854
1905,4.818184549
1906,4.817871245
1907,4.81755794
1908,4.817244635
1909,4.81693133
1910,4.816618026
1911,4.816304721
1912,4.815991416
1913,4.815678112
1914,4.815364807
1915,4.815051502
1916,4.814738197
1917,4.814424893
1918,4.814111588
1919,4.813798283
1920,4.813484979
1921,4.813171674
1922,4.812858369
1923,4.812545064
1924,4.81223176
1925,4.811918455
1926,4.81160515
1927,4.811291845
1928,4.810978541
1929,4.810665236
1930,4.810351931
1931,4.810038627
1932,4.809725322
1933,4.809412017
1934,4.809098712
1935,4.808785408
1936,4.808472103
1937,4.808158798
1938,4.807845494
1939,4.807532189
1940,4.807218884
1941,4.806905579
1942,4.806592275
1943,4.80627897
1944,4.805965665
1945,4.805652361
1946,4.805339056
1947,4.805025751
1948,4.804712446
1949,4.804399142
1950,4.804085837
1951,4.803772532
1952,4.803459227
1953,4.803145923
1954,4.802832618
1955,4.802519313
1956,4.802206009
1957,4.801892704
1958,4.801579399
1959,4.801266094
1960,4.80095279
1961,4.800639485
1962,4.80032618
1963,4.800012876
1964,4.799699571
1965,4.799386266
1966,4.799072961
1967,4.798759657
1968,4.798446352
1969,4.798133047
1970,4.797819742
1971,4.797506438
1972,4.797193133
1973,4.796879828
1974,4.796566524
1975,4.796253219
1976,4.795939914
1977,4.795626609
1978,4.795313305
1979,4.795
1980,4.706844444
1981,4.618688889
1982,4.530533333
1983,4.442377778
1984,4.354222222
1985,4.266066667
1986,4.177911111
1987,4.089755556
1988,4.0016
1989,3.913444444
1990,3.825288889
1991,3.737133333
1992,3.648977778
1993,3.560822222
1994,3.472666667
1995,3.384511111
1996,3.296355556
1997,3.2082
1998,3.120044444
1999,3.031888889
2000,2.943733333
2001,2.855577778
2002,2.767422222
2003,2.679266667
2004,2.591111111
2005,2.502955556
2006,2.4148
2007,2.326644444
2008,2.238488889
2009,2.150333333
2010,2.062177778
2011,1.974022222
2012,1.885866667
2013,1.797711111
2014,1.709555556
2015,1.6214
2016,1.533244444
2017,1.445088889
2018,1.356933333
2019,1.268777778
2020,1.180622222
2021,1.092466667
2022,1.004311111
2023,0.916155556
2024,0.828
2025,0
